RespondentID,Q1-Location,Q2-Age,Q3-Gender,Q4-BikeOwner,Q5-StartedCycling,Q6-WhenStarted,Q8-SuperhighwayUsed,Q9-SuperhighwayFrequency,Q10-Width,Q10-Surface,Q10-Signs,Q10-Parking,Q11-SuperhighwayComments,Q12-SuperhighwayRespect,Q13-SuperhighwaySafety,Q14-SuperhighwaySuggestions,Q15-SuperhighwayReason,Q16-HireRegistration,Q17-HireRegistration,Q17-FindingStation,Q17-BikeAvailability,Q17-Unlocking,Q17-Bike,Q17-Returning,Q17-Payment,Q17-Value,Q18-HireComments,Q19-Frequency,Q20-Reason,Q20-ReasonOther,Q21-Duration,Q22-SupportCentre,Q23-Problem,Q24-SupportExperience,Q25-SupportComments,Q26-Improvements,Q27-Reason
1159215836,,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,fair,fair,bad,More consideration needs to be placed on integrating the highways at junctions especially near bus stops,Yes,Yes,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,Already own a bike
1159213966,Tower Hamlets,40-49,Female,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Several times a week,bad,fair,fair,fair,,No,No,,,,,,,,,,,,,,,,,,,,,,
1159207663,sw19,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,very good,good,very good,very good,"It's a good service. My main concern is around the red-route parking bays which the lanes cross. They necessitate leaving the lane and although I don't particularly care, new cyclists struggle and that creates an obstruction for everyone else. As the number of cyclists grows in London, this will become increasingly dangerous.",No,Yes,It should be illegal for motor vehicles to enter CS lanes in the same manner as for conventional green cycle lanes with an unbroken white line.,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I own by own bicycle.
1159197522,Sutton,30-39,Female,Yes,"No, I already cycled",6 months ago,"Superhighway 7, Merton to the City via A24-A3",Occasionally,very good,good,very good,good,,Yes,Yes,Make me feel me visible,,,,,,,,,,,,,,,,,,,,,
1159196976,,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,good,good,fair,,Yes,Yes,"The effectiveness of the highway is limited owing to the fact that cars can park in it.  Parked care effectively negate any benefit of having the highway in the first place.  The highway should be treated in the same way as a Red Route, limiting stopping and parking.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I own and use my own bike - no need.
1159193185,Lambeth,40-49,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,very bad,fair,good,fair,"Width: Unless the CSs are wide enough, so cyclists can pass parking cars without changing lanes, or cars are not longer allowed to park on them, I can't really see the point of having blue paint (other than providing advertising for Barclays). Constantly having to change lanes because of parking cars increases the risk of having an accident. What I do like, though, is that lanes are wider on bus stops now, which makes it easier to pass.   In heavy traffic, cars make use of the blue lanes without leaving space for cyclists to undertake them on the left when traffic comes to a standstill. The smaller green lanes were usually respected by motorists and cyclists could pass.  Surface: Generally OK, but I went into a blue-painted pothole the second day after the CS7 had opened.",No,No,No car parking on the lanes. Regular (i.e. frequent) checks for potholes.,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"I would use it if it were not limited to zone 1 (i.e. if I could pick up a hire bike in zone 3, ride into town and dock it in zone 1, and do the same on the way back)."
1159192267,Hounslow,50+,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,It is just a different coloured bit of road shared with the same road users.,Yes,good,very good,bad,very good,good,bad,fair,fair,The amount of docking stations at Marleybone rail station is woefully inadequate.    I am fearful for the system once fully opened up. I struggle at the moment to get a bike and return a bike because they are in the wrong places at the wrong time.,Several times a week,Instead of taking the Tube,,Less than 30 mins,No,,,"Tried to use it once, but did not get through.",,
1158972404,Tower Hamlets,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,They don't go anywhere I need to go. CS3 is near to me but too far south to ever be useful. The only reason I can think to use it is for visiting a commemoration of the battle of Cable Street.,Yes,very good,fair,fair,very good,good,very good,very good,good,"I really like the regal, upright position of the bike. I find it's undergeared to the extent that the lowest gear is never any use, and I only use the middle gear to get away from traffic lights quickly. I think offering bikes with a mix of gears would be OK.",Occasionally,A combination of the above,"I've used the hire bike + walking (Bloomsbury - Bow) if I don't want to take my own bike to work or want to get a Tube one way only. It's a replacement for own bike, walking, and tube.",30 mins - 1hr,No,,,,"(a) Although I already owned a bike it was experience on the the roads using the hire bike that made me want to start using my own bike to get to work. That's a great benefit to Tower Hamlets in terms of carbon emissions from my commuting and my improved health, even if I don't use the cycle hire as much as I'd planned to originally.    (b) I live in Bow and the nearest hire points are Whitechapel and the very end of Bethnal Green Road near Shoreditch High Street. I would LOVE it if there were cycle stations further East - it would make sense to come out to Victoria Park at least.    (c) The docking stations don't seem to have a way of showing there is a fault with a bike, this is annoying if you load the basket, adjust the saddle and check all is OK - then get a red light.    (d) I think you should encourage cycling ""against the tide"" by offering credit to those who take journeys against the general commuting flow of hire bikes.",
1158964594,tower hamlet,30-39,Male,Yes,"Yes, because of the Cycle Superhighways",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Once a week,very good,very good,very good,fair,The seperate raise lanes are much better and safer than the painted blue squares of pavement.  Please can we see more of these.......just rip up the unnecessary street furniture and railings and have more of these everywhere.  Londondam on the Thames.,Yes,Yes,Just more highways in more places.  When i say highway mean the complete designated cycle lane.,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bike i use everyday.
1158957905,lambeth,18-29,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,fair,fair,good,good,no real improvement,No,No,actual segregation,,Yes,very good,good,good,fair,good,good,very bad,very good,overcharging issues made worse by terrible customer service,Occasionally,Instead of taking the Tube,,Less than 30 mins,Yes,overcharging,Very poor,promised callbacks that never happened,,
1158941684,Westminster,30-39,Female,No,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,Because there aren't any in central London where I live and work.,Yes,good,fair,good,fair,good,very good,very good,very good,"I struggled with the seat adjustment thing at first, but now have the hang of it.  Sometimes it can be very difficult to get the bike out of the docking station.  Some bikes seems to have different gearing than others: some feel like lead.    The Registration process is OK but I think it should be easier to upgrade from one access payment plan to another if you already have a key.",Several times a week,,"Instead of taking taxis mostly, but also instead of tube or bus journeys where you have to change.",Less than 30 mins,No,,,,"I think there should be instructions or hints/tips on how to use the bikes via the screen interface at the payment station - eg how to adjust the seat, how to change the gears, how to get it out of the docking station if you are having trouble.  I think there desperately need to be more bike stations in the Queensway/Bayswater/Paddington area.  Also -WHY DO THE TFL CYCLING MAPS NOT HAVE THE BIKE STATIONS MARKED???",
1158898170,Reading,30-39,Female,No,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,There is not one for the route I cycle.  I'd like to give one a try though.,Yes,good,good,bad,fair,very good,good,good,good,"I find the lack of bikes a problem as it takes time to check that there really aren't any.  Related to this is the fact that faulty bikes still appear in the ""available"" count in apps and on terminals, and also there is no facility at terminals to state that ""I tried to hire a bike at this docking station but there were none available.""",Several times a week,Instead of walking,"Mainly walking, occasionally in place of Tube.",Less than 30 mins,Yes,Couldn't undock a bike on the first day I had a key.,Fair,"Unable to provide direct help but were quite polite about it!  They did call me back, too.  I sometimes feel it is pointless calling the support centre as they can do nothing practical.","Main issues addressed in point 3 above - lack of availability of bikes, and lack of facility to make this directly known.",
1158885647,wandsworth,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Once a fortnight,fair,fair,good,good,,No,Yes,Perhaps limit parking in the peak periods (probably only necessary in the major flow direction),,Yes,good,fair,good,good,good,fair,good,very good,Usage is very tidal so using a bike for short trips within the west end or city during the day can be extremely frustrating since there are often no free docking places. It often works out slower than walking once you factor in riding around trying to find somewhere to dock the bike.,Several times a week,A combination of the above,"In place of bus, tube, walking & taking own bike (for fear of having it stolen)",Less than 30 mins,Yes,Unable to find a docking station & terminals weren't working so couldn't add extra 15min,Fair,,Need to provide more free docking stations or somehow randomise the usage a bit more so that the travel distance to a free docking place is minimised - it just defeats the purpose otherwise.,
1158860927,,30-39,Male,Yes,"No, I already cycled",Longer,Both,Several times a week,good,fair,good,fair,the sequence of the traffic lights is very poor on CS3,Yes,Yes,"I would like to see a gap between the blue cycleway and the kerb. Motorists always assume that a cyclist should be hugging the kerb, a gap between the kerb and the blue path would further encourage cyclists to take a more prominent and confident position on the road. Plus it would be cheaper as you wouldn't need to paint the parking lines over the blue.",,Yes,bad,fair,fair,good,very good,very good,fair,very good,without the aid of my smart phone app the process of finding a bike would have been arduous.,Occasionally,Instead of taking the Tube,so I don't have to leave my bike in town,Less than 30 mins,No,,,,"more docking stations and bikes further from teh centre, down the superhighways would be a good start",
1158858856,Islington,18-29,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,They do not yet serve routes I need.,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,The reports of the registration process were off-putting. I own my own bike and I am wary about the cost of using a hire bike.
1158838894,Tower Hamlets,18-29,Male,No,"Yes, because of the Cycle Hire Scheme",,"Superhighway 3, Barking to Tower Gateway via the A13",Occasionally,very good,very good,very good,very good,Please paint the west side of Southwark Bridge's lane.,No,Yes,,,Yes,very good,fair,fair,very good,fair,good,very good,good,,Several times a week,Instead of walking,,Less than 30 mins,No,,Good,,More capacity in bankside.,
1158824118,surrey,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,None near me,Yes,very good,very good,bad,good,good,good,good,very good,"My challenge is it's unpredictability - do I walk 1 min in the wrong direction to seek a bike, knowing that there's a risk they're all taken?",Several times a week,Instead of taking the Tube,,Less than 30 mins,Yes,my key not recognised,Very poor,said they couldn't help right now and would call me back. Nobody did.,,
1158823963,SW12,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Once a fortnight,bad,good,good,fair,It would be nice if the blue lanes were for cyclists only. Blue paint on a busy road is still a busy road; so I still prefer to take the back streets.,No,No,Wouldn't it be better to have dedicated cycle lanes or entire streets on less busy roads?,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I haven't needed to make any trips which are wholly within the area covered by the scheme.
1158816284,,under 18,Male,Yes,"No, I already cycled",Longer,Both,Only tried it once,fair,good,fair,bad,,No,No,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,
1158804999,,40-49,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,Not local routes,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,Will register soon.
1158773619,Bromley,50+,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,not useful.,Yes,very good,very good,very good,very good,very good,very good,very good,fair,,Only tried it once,Instead of taking the Tube,,Less than 30 mins,No,,,,,
1158773253,,50+,Male,Yes,"Yes, because of the Cycle Hire Scheme",Longer,,,,,,,,,,,not needed use barclays for short journeys,Yes,good,bad,bad,fair,fair,very bad,very good,very good,,Several times a week,Instead of taking the Tube,,Less than 30 mins,Yes,unable to find empty docking stn.,Very poor,"always give the same answer ""our roadside teams are dealing with the issues"" which they never are","not enough bikes at euston, drummond st empty by 0745 each day, all docking stns in fitzrovia full by 0900",
1158772782,Bermondsey,18-29,Male,Yes,"No, I already cycled",1 year,"Superhighway 3, Barking to Tower Gateway via the A13",Several times a week,very bad,good,fair,very bad,"The lanes are very narrow in certain parts or shared with cars. Also, bicycles don't have a right of way and frequently have to yield to crossing cars.",No,No,Better signs and complete segregation from car traffic,,Yes,good,fair,very bad,good,fair,good,fair,very bad,,Occasionally,A combination of the above,,Less than 30 mins,No,,,,,
1158756466,Lambeth,40-49,Female,No,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,,Yes,very good,good,good,good,fair,good,good,good,,Once a fortnight,Instead of walking,,Less than 30 mins,Yes,OTHER PEOPLES RIDEA APPEARING ON MY PAGE AND BOGUS CHARGES THAT APPEAR THEN GO AGAIN,Very poor,Tried ringing details were taken no one phoned back. Emailed and still waiting for a reply 2 weeks later. The service is terrible,,
1158753599,,18-29,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Occasionally,bad,fair,fair,very bad,Use the money to better improve problem junctions instead of slapping blue paint around,No,No,,,Yes,fair,fair,fair,good,fair,fair,bad,good,Payment system crap  Multiple key support crap,Occasionally,A combination of the above,Replace Bus/Tube and to save on Zone 1 travel costs,Less than 30 mins,Yes,Ghost journey's on my account before I'd even activated my key,Very poor,No response,"Sign posts to docking stations  Oyster card itegration WHY WAS IT LEFT OUT! WHY WHY!  AGAIN WHY  FOR GODS SAKE WHY!  More Docking stations, wider Zone 2 coverage",
1158735719,Camden,under 18,Male,Yes,"No, I already cycled",1 year,,,,,,,,,,,Because there is not one near me!,Yes,good,very good,good,very good,fair,good,good,good,,Occasionally,Instead of taking the bus,,Less than 30 mins,No,,,,"Make some outside zone 1 near Chalk farm, introduce sportier bikes",
1158729579,London Borough of Waltham Forest,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Occasionally,very bad,good,fair,very bad,"Narrow, weak, and dangerous; the same old cheap and poorly-designed lanes with a coat of blue paint. They're not even continuous in some places, and in others cars are allowed to park in them at times. They're astonishingly poor and embarrassing compared to European cycle infrastructure. I feel ashamed that London has taken the Barclays money for this rubbish.",No,No,"Segregated cycle facilities following the Danish/Dutch model are the only way to increase the appalling modal share of cycling in this city. That will require applied political willpower, as it will require reducing the grotesquely excessive amounts of road space devoted to parking.    Frankly, I'm not holding my breath.    We also need junctions that are designed to be safe for cyclists.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,Haven't yet needed to.
1158713920,RBKC,30-39,Male,No,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,None around me,,,,,,,,,,,,,,,,,,,,
1158666450,Camden,18-29,Male,Yes,"No, I already cycled",1 year,"Superhighway 7, Merton to the City via A24-A3",Occasionally,bad,good,good,fair,"Perhaps the name 'Cycle Superhighway' is the problem here. To me, and almost everyone else I've spoken to, this implies the route should be a route specifically for cyclists. This is not the case in the slightest. The Superhighways are mediocre at best.     I live in Camden so I only occasionally use CS7 on the way to a friend's. On the few times I have used it, I've come across buses and even cars parked in the superhighway. Cars wouldn't park in an equivalent superhighway for cars. The Cycle Superhighway is therefore pretty meaningless.     I still don't understand why they weren't separated from the road. I cycle in Bloomsbury on a separated cycle route and it's brilliant. It's the only bit of my daily journey where I'm not harassed by motorists. I read somewhere that the belief was there weren't enough cyclists for it to be separated. But if it were separate, then there would be lots of cyclists using it. The route in Bloomsbury, along Torrington Place is used constantly and it certainly hasn't benefitted from the same promotion the Superhighways have. Like the way car traffic expands to fill newly built roads, if you build it, they will come.    I think another excuse you used was that cyclists don't want segregation. But you need to ask those who aren't cycling whether they want segregation. If you were actually wanted to increase cycling, as you say you do, those are the people the people you need to listen to.    I like that the fact the Superhighways are nice and smooth. Perhaps the blue strip makes me slightly safer than a green one. Maybe the lorries, buses, cars and motorbikes are slightly more aware I'm there. But ultimately, these roads are for motorised traffic. The Superhighways are therefore at best a token effort.",No,No,"Please see above.     Although here's brief summary if you don't bother to read it: Superhighways = pretty pointless as they're not separated from the traffic. Thanks for trying, though.",,Yes,very good,good,good,very good,very good,good,very good,very good,"The Cycle Hire Scheme in comparison is a great idea. I absolutely love it. It is also great how there are lots of people using it, in ordinary clothes, without a helmet, who wouldn't normally cycle.     I use it on a night out when I'm worried about leaving my bike locked up somewhere on the street. I can cycle home easily at night as I have a docking station next to my flat in Camden.    There are a couple of black spots, including Leicester Square but it's otherwise very good.    You need to get casual users going though. It wasn't designed to cope with commuters but they are the majority of users right now. Sure enough, it can't cope.",Once a fortnight,A combination of the above,"Instead of the bus, the tube, my own bike and walking.",Less than 30 mins,Yes,A bizarre one. I wanted to renew my daily membership. I was going to do it online but I couldn't do so without ordering a new key. Why would I need a new key? I've already got one...,Very good,Good. I know there have been problems but it's been absolutely fine for me.,"You need to think more about the cycling routes around London. One of these days, someone who's new to London is going to arrive at Kings Cross station, get on a bike and end up riding along the Euston Road, with it's 6 lanes of traffic...     If you want to contact me about any of my comments, please do so.",
1158662215,haringey,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,none in my area,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"I don't spend a lot of time in central London. I am interested in trying out a hire bike, though. It would be nice if the stations could be expanded to cover a wider area if the scheme is successful."
1158639064,Brent,30-39,Male,No,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,"None near me, also they don't seem to have any real jurisdiction unlike cycle lanes - I've heard buses and cars can drive in them? A separated lane would be far better.",Yes,very good,good,bad,very bad,very good,very good,very good,very good,"# There aren’t enough docking bays    # There are some phantom docking bays, like the one marked at Little Venice    # The computer system has some serious problems though – I was stuck in Bloomsbury during a ‘reset’ (yes they reset the computer system at peak time, Friday 6pm) and none of the bikes were working. I’ve had some problem in the past week with my key, but actually not only were none of the 6-7 bikes at that bay working, the woman at the call centre only knew of one bike that was supposed to be there – the other IDs – each bike has a 6 number ID on side – were ‘unknown’ and other bikes that were supposed to be there, weren’t. Worrying – especially as you can get charged upto £150 for non-return of a bike – if there is some lag in the updates like this, or bikes are ‘lost’ what can happen?  # The 5 minute wait when you dock a bike to take that or another bike out. Sort it! Apparently you also need to wait a minute or two, or at least a few more seconds before trying to take another bike out ‘on red’.  # No idea which way to put the key in (apparently it should work either way)  # Cycle Journey Planner is really useful – but on the ground why can’t the maps on the ‘bay computers’ have one way streets marked? Or on the paper cycle map? Also the bays could be marked on the similar looking pedestrian map? One way streets were the only real nightmare of this exercise.  # Lack of bikes – as I said 6,000 bikes are supposed to be in the system, more than a thousand aren’t due to lack of docks being finished or built by launch. This came to a head during the strike, where no bikes at all were to be found in Soho – they were all down at Waterloo.  # The TFL interactive map is wrong. It gives wrong data about the availability – or did during the strike, saying local docks were full of bikes when they were empty.  # The nearest docking station to me is 20 minutes walk – which isn’t bad, but I know if there was a dock nearer my house I’d use it hell of a lot more.    What is it with Boris and painting the new Tory blue everywhere? From pedestrian signs to riverboats to the bikes, surely they should have their own colours/branding?",Several times a week,Instead of taking the Tube,,Less than 30 mins,Yes,"Key not working (several times), and no bikes at a dock working - apparently the whole system was being reset at 6pm Friday in Bloomsbury/Holborn!",Very good,"It's very good and friendly, especially the woman dealing with the reset issue, she seemed quite upset that I couldn't use the system and had to walk.",,
1158637586,Lambeth,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Several times a week,bad,fair,bad,very bad,"There's no differentiation - they're usually bus lanes or bits of road painted blue. Few are mandatory, most are guidance only. And drivers take advantage of that.",No,No,"Keeping motorcyclists out of them would be a good start. Unlike taxis & buses, motorcyclists accelerate very fast and when aggressive are nerve-wracking even for experienced cyclists.",,Yes,very bad,fair,fair,good,good,good,fair,good,"Registration was a farce. The phone line couldn't register me as 'they were too busy'. And the website was down. I'm still waiting - 5 days later - for a callback, although I've managed to register via the website.",Occasionally,Instead of taking the Tube,Used where I'd take public transport as I dare not leave my bike in the city.,Less than 30 mins,Yes,Registration.,Very poor,,Fix registration?,
1158636406,,18-29,Female,Yes,"No, I already cycled",Longer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158635170,,40-49,Male,Yes,"No, I already cycled",Longer,Both,Occasionally,fair,fair,good,very bad,,No,No,Division cirbs where the road width is sufficent to do so,,Yes,very good,good,very bad,good,very good,bad,very good,very good,there is a failure of availability of free stations at mainline railway stations at the peak commuter times,Several times a week,Instead of taking the Tube,"Bus, walking and use of own bike",30 mins - 1hr,Yes,To busy and failure to return calls,Fair,"Fair, but there is a problem with being left on hold whist the Operator seek advice from someone else",,
1158622759,Ealing,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,there aren't any in west london,Yes,very good,very good,,good,good,good,good,good,,Occasionally,A combination of the above,instead of tube and bus,Less than 30 mins,No,,,,,
1158584742,Wandsworth,40-49,Male,Yes,"No, I already cycled",1 year,"Superhighway 7, Merton to the City via A24-A3",Occasionally,very bad,bad,very good,fair,"They are good public awareness of cyclist tools, but they are neither super nor highways",No,No,The highway has to be segregated - like on Southwark Bridge!,,Yes,very good,good,good,very good,very good,good,very good,very good,"I love it.  I commute on an expensive road bike, lock it in the basement and potter round London on these.  Ideal!",Several times a week,A combination of the above,,Less than 30 mins,Yes,Incorrect charging,Very good,I ordered a second key for PAYG and was charged 45 for it.  They sorted it.,,
1158580956,Hackney,40-49,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,doesn't connect anywhere I am with anywhere I want to be,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I'd have to get a bus to where I can get a bike
1158555264,LAmbeth,30-39,Male,Yes,"No, I already cycled",Longer,Both,Several times a week,bad,good,good,good,"They're rubbish. I'm really sorry but they make my journey worse. They aren't properly segregated. you've made junctions like Oval more dangerous. You've not provided any sensible approach to the CSH from major contributory roads. At weekends and at night they are filled with parked cars and used as fast speed lanes by cars trying to undertake the main lane. There are a few parts that work better but they are really limited. I think most of the junctions have been made more dangerous for cyclists because you haven't actually allocated space to cyclists. You need to make the CSHs spaces where it is safe to cycle and where cycles are dominant, not just fitting in around everything else. They need to work at weekends and at night. Most people in the City don't leave work at 5pm so they're no good for the people who want to commute because the bus lane element is probably the best feature of CSH7. I'd love to be a great CSH supporter but they feel like a huge let donw.",No,No,"I definitely don't feel safer on CSH7.     Specifically:    Oval - heading north, I used to move into the far lane and stay there as part of the traffic. Now I'm almost forced by your road layout to stay on the blue markings and then make a last minute swerve in front of the other traffic to continue straight on.     Even if I turn left towards Waterloo here, you've narrowed the road space so that cars try to overtake on the turning and cut me up.     Heading south, you have designed a facility that forces me to sit behind a queue of other motor vehicles that may be heading straight on or turning left towards Brixton Road. Now I just get cut up all the time or have to swerve in and out of lanes.     If I approach this junction from Brixton Road, I still have to slip down the side of buses in the pathetically small cycle space on the left hand side, then follow a blue line that allows motor vehicles to overtake me and then try and cut back into the main motor traffic flow to continue north to Elephant. This is insanely complicated, full of conflict points, and downright dangerous.     At Southwark Bridge north end, to continue straight over into the City, I now have to contend with a lot of lorries in the left hand lane turning right. So I'm forced to wiggle between lorries and then try and avoid them undertaking me as I continue north.     The junction just before southwark bridge is always clogged with lorries in the CSH in the mornings. So it hasn't been made any safer at all.",,Yes,fair,good,fair,very good,very good,fair,good,very good,"The bike scheme is great. And it's a joy to use the bikes. My main problem has been either the bike docks being full when I need to return a bike or completely empty. I'd say every other time I try to use it, I have this problem.",Once a fortnight,Instead of taking my car/motorcycle,,Less than 30 mins,No,,,,,
1158543238,Lambeth,40-49,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,good,very good,good,I think drivers need more education on the CSs and help on how to interact safely with cyclists.,,Yes,Broadly respected - think there is limited understanding of the different sorts of white lining that indicate where the CS is obligatory / advisory etc,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"Mostly because I have my own bike, but I do intend to sign up as it will be useful for occasional journeys. I am worried by reports that some docking stations fill up very quickly - not much point cycling somewhere if you then have to park miles away and walk!"
1158538628,Fulham,30-39,Female,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Only tried it once,fair,fair,fair,fair,,No,No,"Make driving in London more expensive in every way imaginable - parking, fuel, penalites, permits, etc. Until then, nothing will change in a widespread way.","Two reasons. One, I don't believe in them as being practically different to any other cycling 'facilities' in London. Two, their geographic location does not facilitate my commute.",Yes,fair,fair,fair,fair,fair,fair,fair,fair,,Several times a week,A combination of the above,,Less than 30 mins,No,,,,,
1158527317,,18-29,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,I cycle in on a route without a superhighway,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,Lack of docking stations outside zone 1
1158526610,Southwark,30-39,Male,No,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,,Yes,very good,very good,very good,very good,good,very good,very good,very good,,Several times a week,Instead of taking the Tube,,Less than 30 mins,No,,Very good,,,
1158522647,hammersmith and fulham,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,I don't live near one and it's not on my commute to work,Yes,good,good,good,fair,good,good,fair,fair,,Occasionally,A combination of the above,tube and walking,Less than 30 mins,No,,,,,
1158522048,,40-49,Male,Yes,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,Does not cover my routes which is around central london,Yes,fair,fair,fair,good,good,very good,good,very good,I am lucky that on my walk to work I have a couple of opportunities to get a back. But even so it is more often the second station and there are only a couple of bikes. Come in to CHX. Never leave it to the closes to CHX in the evening as always full.,Several times a week,Instead of taking the bus,,Less than 30 mins,No,,,,,
1158516620,Islington,30-39,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Once a fortnight,very good,very good,very good,,"I've only used CS7 over Southwark bridge which has concrete dividers so can't comment on respect by other road users, or avaoilability of parking. But lack of parking is a problem all over London.",,Yes,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bike.
1158505454,,18-29,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,fair,fair,bad,bad,"Not continuous, poor planning around junctions",No,Yes,,,Yes,very good,good,good,good,good,good,good,good,Would be good to be able to occasionally be able to hire a second bike for my partner on the same key. Happy to pay a bit more for it,Several times a week,Instead of riding my own bike,,Less than 30 mins,No,,,,"Obvious expansion into zone 2 along major routes, and more flexibilty in hiring second bikes for partners",
1158501046,Tower Hamlets,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Several times a week,good,good,good,,Compromises due to existing road layouts and signals have meant the superhighways aren't as safe or simple as they should be in some cases,Yes,Yes,,,Yes,very good,good,fair,good,good,fair,good,very good,,Several times a week,A combination of the above,"Primarily instead of bus, but also walking and tube",Less than 30 mins,Yes,Bike failed to release but I was charged,Fair,Some confusion over my complaint but I did get a prompt refund,Would be great if more real-time data was made available via the website so e.g. there could be an iPhone app telling me how long I have left before I get charged.    The website was very unreliable to start with but it seems better now.,
1158496123,Lambeth,30-39,Female,No,"Yes, because of both",,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,good,good,bad,,Yes,Yes,,,Yes,very good,bad,good,very good,very good,very good,very good,very good,"We urgently need more docking stations! Especially in south London. I live in Kennington at the furthest south point in the current scheme, which means that my drop-off docking zone (Kennington Post Office) is ALWAYS full when I come home at night.",Several times a week,A combination of the above,,Less than 30 mins,Yes,"No docking stations anywhere in my area - i.e. not just at my local station, but the next four or five had no spaces either. It gets pretty stressful. I've also phoned because my key wasn't working and I couldn't release a bike.",Very good,Everyone has been unbelievably friendly and well-informed - I wish all customer service departments were as good as this. Thank you.,More information re. future docking station plans.,
1158488983,Lambeth,18-29,Female,Yes,"No, I already cycled",Longer,Both,Occasionally,bad,good,good,fair,The lanes aren't mandatory   They are not continous- they disappear and re-appear at difficult intersenctions such as the Oval.   If you get any volume of cyclists on them there is not sufficient road space allocated to them,No,No,"They don't tackle the main barriers to cycling, like Stockwell gyratory and the Oval- these junctions need to be made much safer for cyclists.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,Because people have been having problems with getting over charged and they haven't had adequate responses from the help line/ email system. once the problems settle down then i will sign up
